id,category,title,detail_url,caption,page_1,page_2,page_3,page_4,page_5
lab-equipment-diagram-055,Lab Apparatus,Droplet Digital PCR (ddPCR) System,https://figpad.ai/scientific-visualization/droplet-digital-pcr-ddpcr,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/055-droplet-digital-pcr-ddpcr-system/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/055-droplet-digital-pcr-ddpcr-system/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/055-droplet-digital-pcr-ddpcr-system/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/055-droplet-digital-pcr-ddpcr-system/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/055-droplet-digital-pcr-ddpcr-system/05_cta.png
lab-equipment-diagram-056,Lab Apparatus,Next-generation DNA Sequencer (Illumina NovaSeq 6000),https://figpad.ai/scientific-visualization/next-generation-dna-sequencer,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/056-next-generation-dna-sequencer-illumina-novaseq-6000/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/056-next-generation-dna-sequencer-illumina-novaseq-6000/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/056-next-generation-dna-sequencer-illumina-novaseq-6000/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/056-next-generation-dna-sequencer-illumina-novaseq-6000/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/056-next-generation-dna-sequencer-illumina-novaseq-6000/05_cta.png
lab-equipment-diagram-057,Lab Apparatus,Lab-on-a-chip Microfluidic Device For Cell Sorting,https://figpad.ai/scientific-visualization/lab-on-chip-microfluidic,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/057-lab-on-a-chip-microfluidic-device-for-cell-sorting/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/057-lab-on-a-chip-microfluidic-device-for-cell-sorting/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/057-lab-on-a-chip-microfluidic-device-for-cell-sorting/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/057-lab-on-a-chip-microfluidic-device-for-cell-sorting/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/057-lab-on-a-chip-microfluidic-device-for-cell-sorting/05_cta.png
lab-equipment-diagram-058,Lab Apparatus,Confocal Microscope Optical Path And Detector Modules,https://figpad.ai/scientific-visualization/confocal-microscope-optical-path-isometric-technical,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/058-confocal-microscope-optical-path-and-detector-modules/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/058-confocal-microscope-optical-path-and-detector-modules/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/058-confocal-microscope-optical-path-and-detector-modules/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/058-confocal-microscope-optical-path-and-detector-modules/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/058-confocal-microscope-optical-path-and-detector-modules/05_cta.png
lab-equipment-diagram-059,Lab Apparatus,Microfluidic Chip Layout With Mixing And Reaction Chambers,https://figpad.ai/scientific-visualization/microfluidic-chip-layout-mixing-3d-cutaway,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/059-microfluidic-chip-layout-with-mixing-and-reaction-chambers/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/059-microfluidic-chip-layout-with-mixing-and-reaction-chambers/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/059-microfluidic-chip-layout-with-mixing-and-reaction-chambers/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/059-microfluidic-chip-layout-with-mixing-and-reaction-chambers/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/059-microfluidic-chip-layout-with-mixing-and-reaction-chambers/05_cta.png
lab-equipment-diagram-060,Lab Apparatus,Bioreactor Architecture With Sensor And Gas-control Loops,https://figpad.ai/scientific-visualization/bioreactor-architecture-sensor-gas-scientific-engraving-monochrome,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/060-bioreactor-architecture-with-sensor-and-gas-control-loops/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/060-bioreactor-architecture-with-sensor-and-gas-control-loops/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/060-bioreactor-architecture-with-sensor-and-gas-control-loops/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/060-bioreactor-architecture-with-sensor-and-gas-control-loops/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/060-bioreactor-architecture-with-sensor-and-gas-control-loops/05_cta.png
lab-equipment-diagram-061,Lab Apparatus,High-performance Liquid Chromatography System Flow Path,https://figpad.ai/scientific-visualization/high-performance-liquid-chromatography-watercolor-texture-ink-line,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/061-high-performance-liquid-chromatography-system-flow-path/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/061-high-performance-liquid-chromatography-system-flow-path/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/061-high-performance-liquid-chromatography-system-flow-path/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/061-high-performance-liquid-chromatography-system-flow-path/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/061-high-performance-liquid-chromatography-system-flow-path/05_cta.png
lab-equipment-diagram-062,Lab Apparatus,Mass Spectrometer Triple-quadrupole Structure And Ion Trajectory,https://figpad.ai/scientific-visualization/mass-spectrometer-triple-quadrupole,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/062-mass-spectrometer-triple-quadrupole-structure-and-ion-trajectory/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/062-mass-spectrometer-triple-quadrupole-structure-and-ion-trajectory/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/062-mass-spectrometer-triple-quadrupole-structure-and-ion-trajectory/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/062-mass-spectrometer-triple-quadrupole-structure-and-ion-trajectory/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/062-mass-spectrometer-triple-quadrupole-structure-and-ion-trajectory/05_cta.png
lab-equipment-diagram-063,Lab Apparatus,Cryo-EM Instrument Section With Electron Beam Direction,https://figpad.ai/scientific-visualization/cryo-em-instrument-section,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/063-cryo-em-instrument-section-with-electron-beam-direction/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/063-cryo-em-instrument-section-with-electron-beam-direction/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/063-cryo-em-instrument-section-with-electron-beam-direction/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/063-cryo-em-instrument-section-with-electron-beam-direction/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/063-cryo-em-instrument-section-with-electron-beam-direction/05_cta.png
lab-equipment-diagram-064,Lab Apparatus,Confocal Microscope Optical Path And Detector Modules,https://figpad.ai/scientific-visualization/confocal-microscope-optical-path-scientific-engraving-monochrome,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/064-confocal-microscope-optical-path-and-detector-modules/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/064-confocal-microscope-optical-path-and-detector-modules/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/064-confocal-microscope-optical-path-and-detector-modules/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/064-confocal-microscope-optical-path-and-detector-modules/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/064-confocal-microscope-optical-path-and-detector-modules/05_cta.png
lab-equipment-diagram-065,Lab Apparatus,Microfluidic Chip Layout With Mixing And Reaction Chambers,https://figpad.ai/scientific-visualization/microfluidic-chip-layout-mixing-watercolor-texture-ink-line,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/065-microfluidic-chip-layout-with-mixing-and-reaction-chambers/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/065-microfluidic-chip-layout-with-mixing-and-reaction-chambers/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/065-microfluidic-chip-layout-with-mixing-and-reaction-chambers/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/065-microfluidic-chip-layout-with-mixing-and-reaction-chambers/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/065-microfluidic-chip-layout-with-mixing-and-reaction-chambers/05_cta.png
lab-equipment-diagram-066,Lab Apparatus,Bioreactor Architecture With Sensor And Gas-control Loops,https://figpad.ai/scientific-visualization/bioreactor-architecture-sensor-gas-isometric-technical,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/066-bioreactor-architecture-with-sensor-and-gas-control-loops/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/066-bioreactor-architecture-with-sensor-and-gas-control-loops/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/066-bioreactor-architecture-with-sensor-and-gas-control-loops/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/066-bioreactor-architecture-with-sensor-and-gas-control-loops/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/066-bioreactor-architecture-with-sensor-and-gas-control-loops/05_cta.png
lab-equipment-diagram-067,Lab Apparatus,High-performance Liquid Chromatography System Flow Path,https://figpad.ai/scientific-visualization/high-performance-liquid-chromatography-3d-cutaway,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/067-high-performance-liquid-chromatography-system-flow-path/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/067-high-performance-liquid-chromatography-system-flow-path/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/067-high-performance-liquid-chromatography-system-flow-path/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/067-high-performance-liquid-chromatography-system-flow-path/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/lab-equipment-diagram/067-high-performance-liquid-chromatography-system-flow-path/05_cta.png
microstructure-diagram-068,Micro Structures,Neuron Synapse Ultrastructure With Vesicles And Postsynaptic Density,https://figpad.ai/scientific-visualization/neuron-synapse-ultrastructure-vesicles-soft-biomedical,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/068-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/068-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/068-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/068-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/068-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/05_cta.png
microstructure-diagram-069,Micro Structures,Mitochondrial Inner Membrane Cristae And ATP Synthase Arrangement,https://figpad.ai/scientific-visualization/mitochondrial-inner-membrane-cristae-watercolor-texture-ink-line,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/069-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/069-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/069-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/069-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/069-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/05_cta.png
microstructure-diagram-070,Micro Structures,Plant Chloroplast Grana And Stroma Lamellae Cross-view,https://figpad.ai/scientific-visualization/plant-chloroplast-grana-stroma-botanical-field-guide,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/070-plant-chloroplast-grana-and-stroma-lamellae-cross-view/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/070-plant-chloroplast-grana-and-stroma-lamellae-cross-view/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/070-plant-chloroplast-grana-and-stroma-lamellae-cross-view/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/070-plant-chloroplast-grana-and-stroma-lamellae-cross-view/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/070-plant-chloroplast-grana-and-stroma-lamellae-cross-view/05_cta.png
microstructure-diagram-071,Micro Structures,Gram-positive Versus Gram-negative Bacterial Envelope Comparison,https://figpad.ai/scientific-visualization/gram-positive-versus-gram-3d-cutaway,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/071-gram-positive-versus-gram-negative-bacterial-envelope-comparison/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/071-gram-positive-versus-gram-negative-bacterial-envelope-comparison/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/071-gram-positive-versus-gram-negative-bacterial-envelope-comparison/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/071-gram-positive-versus-gram-negative-bacterial-envelope-comparison/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/071-gram-positive-versus-gram-negative-bacterial-envelope-comparison/05_cta.png
microstructure-diagram-072,Micro Structures,Kidney Glomerulus Filtration Barrier Microanatomy,https://figpad.ai/scientific-visualization/kidney-glomerulus-filtration-barrier-soft-biomedical,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/072-kidney-glomerulus-filtration-barrier-microanatomy/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/072-kidney-glomerulus-filtration-barrier-microanatomy/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/072-kidney-glomerulus-filtration-barrier-microanatomy/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/072-kidney-glomerulus-filtration-barrier-microanatomy/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/072-kidney-glomerulus-filtration-barrier-microanatomy/05_cta.png
microstructure-diagram-073,Micro Structures,Composite Nanomaterial Microstructure With Multi-scale Grains,https://figpad.ai/scientific-visualization/composite-nanomaterial-microstructure-multi,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/073-composite-nanomaterial-microstructure-with-multi-scale-grains/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/073-composite-nanomaterial-microstructure-with-multi-scale-grains/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/073-composite-nanomaterial-microstructure-with-multi-scale-grains/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/073-composite-nanomaterial-microstructure-with-multi-scale-grains/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/073-composite-nanomaterial-microstructure-with-multi-scale-grains/05_cta.png
microstructure-diagram-074,Micro Structures,Neuron Synapse Ultrastructure With Vesicles And Postsynaptic Density,https://figpad.ai/scientific-visualization/neuron-synapse-ultrastructure-vesicles-botanical-field-guide,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/074-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/074-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/074-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/074-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/074-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/05_cta.png
microstructure-diagram-075,Micro Structures,Mitochondrial Inner Membrane Cristae And ATP Synthase Arrangement,https://figpad.ai/scientific-visualization/mitochondrial-inner-membrane-cristae-3d-cutaway,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/075-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/075-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/075-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/075-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/075-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/05_cta.png
microstructure-diagram-076,Micro Structures,Plant Chloroplast Grana And Stroma Lamellae Cross-view,https://figpad.ai/scientific-visualization/plant-chloroplast-grana-stroma-soft-biomedical,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/076-plant-chloroplast-grana-and-stroma-lamellae-cross-view/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/076-plant-chloroplast-grana-and-stroma-lamellae-cross-view/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/076-plant-chloroplast-grana-and-stroma-lamellae-cross-view/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/076-plant-chloroplast-grana-and-stroma-lamellae-cross-view/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/076-plant-chloroplast-grana-and-stroma-lamellae-cross-view/05_cta.png
microstructure-diagram-077,Micro Structures,Gram-positive Versus Gram-negative Bacterial Envelope Comparison,https://figpad.ai/scientific-visualization/gram-positive-versus-gram-watercolor-texture-ink-line,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/077-gram-positive-versus-gram-negative-bacterial-envelope-comparison/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/077-gram-positive-versus-gram-negative-bacterial-envelope-comparison/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/077-gram-positive-versus-gram-negative-bacterial-envelope-comparison/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/077-gram-positive-versus-gram-negative-bacterial-envelope-comparison/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/077-gram-positive-versus-gram-negative-bacterial-envelope-comparison/05_cta.png
microstructure-diagram-078,Micro Structures,Neuron Synapse Ultrastructure With Vesicles And Postsynaptic Density,https://figpad.ai/scientific-visualization/neuron-synapse-ultrastructure-vesicles-soft-biomedical-variant-2,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/078-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/078-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/078-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/078-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/078-neuron-synapse-ultrastructure-with-vesicles-and-postsynaptic-density/05_cta.png
microstructure-diagram-079,Micro Structures,Mitochondrial Inner Membrane Cristae And ATP Synthase Arrangement,https://figpad.ai/scientific-visualization/mitochondrial-inner-membrane-cristae-watercolor-texture-ink-line-variant-2,Scientific figure prompt you can reuse. FigPad helps turn scientific ideas into editable figures with SVG/PPTX export. Comment 'prompt' if you want the link and exact prompt.,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/079-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/01_cover.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/079-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/02_prompt.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/079-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/03_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/079-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/04_feature.png,/Users/kk/Desktop/auto video/figpad_gallery_carousels/posts/microstructure-diagram/079-mitochondrial-inner-membrane-cristae-and-atp-synthase-arrangement/05_cta.png
